;age;job;marital;education;credit_in_default;housing_loan;personal_loan;last_contact_type;last_contact_month;last_contact_day;last_contact_duration;n_contacts_this_campaign;days_since_last_contact;n_contacts_prev_campaign;prev_campaign_outcome;registered
3774;29.0;services - Odivelas;single;high.school;no;yes;yes;cellular;may;thu;10.0;10;999;0;nonexistent;no
3775;53.0;blue-collar - Aveiro;married;basic.9y;no;yes;no;cellular;aug;tue;241.0;1;999;0;nonexistent;no
3776;67.0;retired - Rebordosa;married;basic.4y;no;no;no;telephone;nov;fri;341.0;4;999;1;failure;no
3777;47.0;blue-collar - Santa Cruz;married;;no;yes;no;telephone;jun;thu;211.0;2;999;0;nonexistent;no
3778;40.0;technician - Câmara de Lobos;married;professional.course;no;no;no;telephone;jun;tue;61.0;2;999;0;nonexistent;no
3779;48.0;;;high.school;no;yes;no;cellular;aug;wed;;1;999;0;nonexistent;no
3780;60.0;blue-collar - São Mamede de Infesta;married;unknown;no;no;no;cellular;aug;mon;93.0;3;999;0;nonexistent;no
3781;37.0;self-employed - Agualva-Cacém;married;professional.course;no;yes;no;cellular;aug;wed;181.0;3;999;0;nonexistent;no
3782;33.0;technician - Valpaços;married;basic.9y;no;yes;no;telephone;may;mon;;1;999;0;nonexistent;no
3783;51.0;;married;high.school;no;no;no;cellular;nov;mon;198.0;2;999;0;nonexistent;no
3784;29.0;blue-collar - Tondela;single;basic.9y;no;no;no;cellular;may;wed;174.0;1;999;0;nonexistent;no
3785;49.0;blue-collar - Seixal;married;basic.4y;no;no;no;telephone;may;fri;207.0;1;999;0;nonexistent;no
3786;31.0;management - Gafanha da Nazaré;single;university.degree;no;no;no;telephone;may;tue;169.0;1;999;0;nonexistent;no
3787;;admin. - Maia;single;university.degree;no;yes;no;cellular;aug;thu;156.0;4;999;0;nonexistent;no
3788;37.0;technician - Tondela;single;university.degree;no;no;no;cellular;aug;fri;180.0;2;999;0;nonexistent;no
3789;36.0;admin. - Rio Tinto;married;university.degree;no;yes;no;cellular;jul;wed;;3;999;0;nonexistent;no
3790;58.0;technician - Oliveira do Bairro;married;basic.4y;no;no;yes;cellular;oct;wed;867.0;2;4;2;success;no
3791;42.0;admin. - Ílhavo;married;university.degree;no;no;no;cellular;jul;fri;147.0;1;999;0;nonexistent;no
3792;50.0;admin. - Funchal;married;basic.6y;no;no;no;telephone;may;fri;66.0;4;999;0;nonexistent;no
3793;35.0;admin. - Queluz;single;professional.course;no;yes;no;cellular;nov;fri;92.0;3;999;4;failure;no
3794;54.0;management - Pinhel;married;university.degree;no;no;no;telephone;apr;thu;;1;2;1;success;no
3795;48.0;services - Póvoa de Santa Iria;married;high.school;no;no;no;cellular;may;thu;388.0;2;999;0;nonexistent;no
3796;36.0;services - Freamunde;married;high.school;no;yes;no;telephone;may;thu;84.0;2;999;0;nonexistent;no
3797;43.0;blue-collar - Almeirim;married;basic.4y;no;yes;no;cellular;may;wed;;1;999;0;nonexistent;no
3798;28.0;admin. - Quarteira;single;university.degree;no;yes;no;telephone;jun;wed;249.0;5;999;0;nonexistent;no
3799;53.0;technician - Gouveia;married;university.degree;no;no;no;telephone;jun;thu;498.0;7;999;0;nonexistent;no
3800;44.0;blue-collar - Fátima;divorced;basic.9y;no;no;no;telephone;jul;wed;161.0;2;999;0;nonexistent;no
3801;27.0;services - Santana;single;high.school;no;yes;no;cellular;jul;thu;;1;999;0;nonexistent;no
3802;39.0;blue-collar - Gouveia;married;basic.4y;unknown;no;no;telephone;jun;fri;250.0;1;999;0;nonexistent;no
3803;32.0;;single;university.degree;no;yes;no;telephone;sep;tue;;1;999;0;nonexistent;no
3804;35.0;admin. - Tarouca;single;university.degree;no;no;no;cellular;may;wed;;2;999;0;nonexistent;no
3805;32.0;admin. - Oliveira do Bairro;single;university.degree;unknown;yes;no;cellular;aug;wed;459.0;3;999;0;nonexistent;no
3806;23.0;services - Lagoa;single;high.school;no;unknown;unknown;cellular;jul;wed;1300.0;3;999;0;nonexistent;no
3807;36.0;housemaid - Alfena;married;basic.4y;no;unknown;unknown;cellular;aug;tue;;14;999;0;nonexistent;no
3808;47.0;technician - Tomar;divorced;high.school;no;yes;no;cellular;aug;wed;87.0;3;999;0;nonexistent;no
3809;36.0;technician - Vila Baleira (a.k.a. Porto Santo);single;;no;yes;yes;cellular;aug;tue;629.0;7;999;0;nonexistent;no
3810;50.0;blue-collar - Santarém;married;professional.course;unknown;yes;no;cellular;jul;mon;201.0;3;999;0;nonexistent;no
3811;52.0;;married;university.degree;unknown;no;no;cellular;nov;mon;96.0;2;999;0;nonexistent;no
3812;29.0;admin. - Amadora;single;high.school;no;yes;yes;cellular;aug;thu;150.0;1;999;0;nonexistent;no
3813;31.0;technician - Gafanha da Nazaré;;university.degree;no;no;no;cellular;mar;wed;625.0;4;999;0;nonexistent;no
3814;44.0;technician - Esmoriz;divorced;professional.course;unknown;yes;no;cellular;aug;thu;239.0;6;999;0;nonexistent;no
3815;40.0;admin. - Almada;single;university.degree;no;no;no;telephone;may;wed;244.0;3;999;0;nonexistent;no
3816;59.0;entrepreneur - Chaves;married;basic.9y;no;yes;yes;telephone;may;wed;429.0;10;999;0;nonexistent;no
3817;40.0;admin. - Póvoa de Santa Iria;divorced;;no;yes;no;cellular;jul;tue;193.0;6;999;0;nonexistent;no
3818;60.0;retired - Lixa;married;high.school;no;no;no;telephone;may;wed;278.0;2;999;0;nonexistent;no
3819;38.0;admin. - Vila Baleira (a.k.a. Porto Santo);married;university.degree;no;no;no;telephone;may;fri;124.0;4;999;0;nonexistent;no
3820;58.0;blue-collar - Mealhada;married;basic.4y;no;yes;no;telephone;jul;thu;48.0;6;999;0;nonexistent;no
3821;34.0;housemaid - Esposende;married;university.degree;no;no;no;cellular;jul;tue;132.0;1;999;0;nonexistent;no
3822;43.0;blue-collar - Tavira;;basic.9y;no;no;no;cellular;nov;thu;72.0;2;999;0;nonexistent;no
3823;32.0;blue-collar - Gouveia;married;basic.4y;no;yes;no;cellular;jul;mon;51.0;2;999;0;nonexistent;no
3824;31.0;admin. - Lagoa;divorced;university.degree;no;no;no;cellular;aug;tue;;2;999;0;nonexistent;no
3825;;admin. - Valongo;married;university.degree;no;yes;no;telephone;jun;wed;299.0;1;999;0;nonexistent;no
3826;32.0;admin. - Valpaços;married;high.school;no;no;no;cellular;jul;wed;185.0;4;999;0;nonexistent;no
3827;46.0;entrepreneur - Câmara de Lobos;married;basic.9y;no;no;no;cellular;aug;fri;169.0;1;999;0;nonexistent;no
3828;27.0;student - Vila Franca de Xira;single;university.degree;no;no;yes;telephone;jun;thu;;1;999;0;nonexistent;no
3829;55.0;admin. - Portimão;married;high.school;no;no;no;telephone;may;tue;239.0;2;999;0;nonexistent;no
3830;26.0;management - Oliveira do Bairro;single;basic.9y;no;yes;no;telephone;jun;wed;184.0;1;999;0;nonexistent;no
3831;35.0;entrepreneur - Sacavém;married;high.school;no;no;no;telephone;may;tue;144.0;1;999;0;nonexistent;no
3832;45.0;admin. - Elvas;divorced;university.degree;no;yes;no;cellular;aug;mon;121.0;2;999;0;nonexistent;no
3833;41.0;blue-collar - Vila Nova de Famalicão;married;basic.6y;no;yes;no;cellular;may;wed;189.0;2;999;1;failure;no
3834;30.0;services - Rio Tinto;married;high.school;no;yes;no;cellular;may;fri;424.0;1;999;0;nonexistent;no
3835;44.0;admin. - Gondomar;divorced;high.school;no;no;yes;cellular;jul;tue;132.0;4;999;0;nonexistent;no
3836;48.0;blue-collar - Águeda;married;basic.6y;unknown;no;no;telephone;jul;thu;256.0;3;999;0;nonexistent;no
3837;52.0;services - Valbom;married;university.degree;no;no;no;telephone;jun;mon;119.0;1;999;0;nonexistent;no
3838;43.0;management - Ermesinde;married;university.degree;unknown;no;no;cellular;apr;thu;176.0;1;999;0;nonexistent;no
3839;32.0;admin. - Mealhada;divorced;university.degree;no;unknown;unknown;cellular;aug;fri;136.0;1;999;0;nonexistent;no
3840;57.0;blue-collar - Queluz;married;;unknown;no;yes;cellular;jul;fri;77.0;1;999;0;nonexistent;no
3841;37.0;services - Vila Baleira (a.k.a. Porto Santo);;high.school;no;no;no;cellular;may;tue;378.0;3;999;0;nonexistent;no
3842;44.0;management - Marinha Grande;married;basic.9y;no;yes;no;cellular;aug;wed;;4;999;0;nonexistent;no
3843;44.0;unemployed - Covilhã;married;basic.9y;unknown;yes;no;cellular;jul;wed;189.0;1;999;0;nonexistent;no
3844;44.0;blue-collar - Oliveira do Bairro;;basic.9y;unknown;yes;no;cellular;jul;mon;162.0;2;999;0;nonexistent;no
3845;36.0;entrepreneur - Lisbon;married;university.degree;no;yes;no;cellular;may;wed;187.0;1;999;1;failure;no
3846;36.0;admin. - Anadia;single;high.school;no;yes;yes;cellular;apr;fri;;2;999;0;nonexistent;no
3847;46.0;technician - Lamego;divorced;professional.course;no;no;no;cellular;aug;wed;308.0;2;999;0;nonexistent;no
3848;33.0;technician - Esmoriz;single;professional.course;no;no;no;cellular;jul;thu;;1;999;0;nonexistent;no
3849;41.0;;married;basic.9y;unknown;yes;no;telephone;jun;mon;259.0;2;999;0;nonexistent;no
3850;27.0;technician - Oliveira do Bairro;married;basic.9y;no;no;yes;telephone;may;tue;245.0;2;999;0;nonexistent;no
3851;44.0;blue-collar - Odivelas;single;basic.6y;unknown;yes;no;telephone;jun;mon;;1;999;0;nonexistent;no
3852;39.0;unemployed - Loulé;married;high.school;no;no;no;telephone;may;fri;;1;999;0;nonexistent;no
3853;23.0;student - Queluz;single;high.school;no;yes;no;cellular;apr;mon;637.0;1;999;0;nonexistent;no
3854;53.0;admin. - Barreiro;;university.degree;unknown;yes;no;cellular;sep;tue;;5;999;0;nonexistent;no
3855;45.0;;;basic.4y;no;no;no;telephone;aug;tue;81.0;3;999;0;nonexistent;no
3856;27.0;services - Vendas Novas;single;basic.9y;no;no;no;telephone;may;mon;93.0;2;999;0;nonexistent;no
3857;42.0;technician - Oliveira de Azeméis;single;professional.course;no;yes;no;cellular;nov;fri;;1;999;1;failure;no
3858;32.0;admin. - Trofa;married;high.school;no;yes;no;telephone;jun;wed;308.0;7;999;0;nonexistent;no
3859;29.0;management - Vila Franca de Xira;single;university.degree;no;yes;no;cellular;mar;mon;154.0;2;999;1;failure;no
3860;41.0;admin. - Póvoa de Santa Iria;married;;no;no;yes;telephone;may;mon;;1;999;0;nonexistent;no
3861;31.0;admin. - Esmoriz;married;university.degree;no;no;no;cellular;nov;wed;;2;999;0;nonexistent;no
3862;51.0;technician - Tondela;married;university.degree;unknown;no;no;cellular;aug;fri;82.0;1;999;0;nonexistent;no
3863;33.0;technician - Gafanha da Nazaré;married;basic.9y;no;yes;no;cellular;apr;thu;144.0;2;999;0;nonexistent;no
3864;32.0;housemaid - Trofa;married;basic.4y;no;yes;no;cellular;may;fri;;1;999;0;nonexistent;no
3865;45.0;technician - Trofa;single;university.degree;unknown;no;no;cellular;aug;tue;117.0;4;999;0;nonexistent;no
3866;58.0;blue-collar - Seixal;married;basic.4y;unknown;no;no;telephone;may;fri;70.0;3;999;0;nonexistent;no
3867;43.0;blue-collar - Gouveia;married;high.school;unknown;no;yes;telephone;may;mon;181.0;1;999;0;nonexistent;no
3868;35.0;technician - Loulé;single;university.degree;no;yes;no;cellular;may;tue;200.0;3;999;0;nonexistent;no
3869;54.0;blue-collar - Vila Nova de Santo André;married;basic.4y;unknown;yes;yes;cellular;jul;thu;71.0;5;999;0;nonexistent;no
3870;33.0;;married;basic.9y;no;yes;no;cellular;may;mon;457.0;1;999;0;nonexistent;no
3871;37.0;admin. - Vila Franca de Xira;married;university.degree;no;no;no;telephone;may;mon;;1;999;0;nonexistent;no
3872;38.0;management - Vila Nova de Famalicão;married;high.school;no;yes;no;cellular;jul;mon;54.0;8;999;0;nonexistent;no
3873;39.0;services - Águeda;divorced;high.school;no;no;no;cellular;may;thu;186.0;1;999;0;nonexistent;no
3874;29.0;admin. - Miranda do Douro;single;university.degree;no;yes;no;cellular;aug;thu;228.0;3;999;0;nonexistent;no
3875;43.0;unemployed - Queluz;married;professional.course;no;yes;no;telephone;jun;thu;52.0;1;999;0;nonexistent;no
3876;35.0;technician - Seixal;single;professional.course;no;no;yes;cellular;aug;mon;50.0;1;999;0;nonexistent;no
3877;47.0;technician - Queluz;divorced;high.school;no;yes;no;cellular;aug;wed;125.0;3;999;0;nonexistent;no
3878;42.0;blue-collar - Agualva-Cacém;single;basic.6y;no;unknown;unknown;telephone;jun;thu;59.0;3;999;0;nonexistent;no
3879;41.0;admin. - Alfena;single;university.degree;no;no;no;cellular;jul;tue;253.0;1;999;0;nonexistent;no
3880;44.0;admin. - Queluz;divorced;high.school;no;yes;yes;telephone;jun;fri;100.0;4;999;0;nonexistent;no
3881;35.0;;divorced;;no;yes;no;telephone;jul;tue;119.0;2;999;0;nonexistent;no
3882;47.0;admin. - Lagoa;married;university.degree;no;yes;yes;cellular;jul;wed;129.0;3;999;2;failure;no
3883;28.0;student - Tondela;single;high.school;unknown;no;no;telephone;jun;tue;256.0;9;999;0;nonexistent;no
3884;57.0;admin. - Horta;divorced;;unknown;yes;no;cellular;nov;fri;6.0;7;999;0;nonexistent;no
3885;31.0;admin. - Oliveira do Bairro;single;high.school;no;no;no;cellular;aug;mon;93.0;2;999;0;nonexistent;no
3886;29.0;blue-collar - Vila Nova de Famalicão;single;basic.9y;unknown;no;no;cellular;may;fri;85.0;2;999;1;failure;no
3887;29.0;blue-collar - Esposende;married;basic.9y;no;yes;no;cellular;jul;mon;;1;999;0;nonexistent;no
3888;51.0;admin. - Póvoa de Santa Iria;married;university.degree;unknown;yes;no;cellular;aug;tue;;2;999;0;nonexistent;no
3889;34.0;;;university.degree;unknown;no;no;telephone;jul;tue;143.0;5;999;0;nonexistent;no
3890;45.0;admin. - Esmoriz;divorced;;no;yes;no;cellular;nov;tue;;3;999;1;failure;no
3891;38.0;services - Guarda;single;high.school;unknown;no;no;cellular;jul;tue;166.0;1;999;0;nonexistent;no
3892;39.0;blue-collar - Vila Nova de Famalicão;married;basic.4y;unknown;yes;no;telephone;may;wed;;1;999;0;nonexistent;no
3893;27.0;;single;high.school;no;no;no;cellular;aug;mon;131.0;1;3;2;success;no
3894;;blue-collar - Barreiro;married;unknown;unknown;no;no;telephone;may;thu;;2;999;0;nonexistent;no
3895;55.0;retired - São Mamede de Infesta;married;professional.course;no;yes;no;cellular;aug;thu;;3;999;0;nonexistent;no
3896;48.0;admin. - Santa Comba Dão;married;university.degree;no;yes;no;cellular;aug;thu;321.0;3;999;0;nonexistent;no
3897;38.0;unemployed - Águeda;single;high.school;no;yes;no;telephone;may;tue;597.0;3;999;0;nonexistent;no
3898;45.0;admin. - Anadia;divorced;high.school;unknown;yes;no;cellular;apr;mon;47.0;1;999;0;nonexistent;no
3899;50.0;technician - Funchal;married;basic.9y;no;yes;no;telephone;nov;mon;55.0;2;999;0;nonexistent;no
3900;29.0;services - Évora;;high.school;no;yes;no;telephone;jun;thu;133.0;1;999;0;nonexistent;no
3901;40.0;blue-collar - Setúbal;;basic.9y;unknown;no;no;telephone;jun;fri;;3;999;0;nonexistent;no
3902;32.0;admin. - Esmoriz;single;university.degree;no;yes;no;cellular;aug;mon;;1;999;0;nonexistent;no
3903;43.0;blue-collar - Santana;married;basic.9y;no;no;no;telephone;may;wed;123.0;18;999;0;nonexistent;no
3904;39.0;technician - Vila Nova de Famalicão;single;high.school;no;no;no;cellular;aug;mon;177.0;3;999;0;nonexistent;no
3905;27.0;housemaid - Portimão;single;high.school;no;no;no;cellular;jul;wed;293.0;2;999;0;nonexistent;no
3906;30.0;blue-collar - Oliveira de Azeméis;single;basic.6y;unknown;yes;no;telephone;jun;wed;;1;999;0;nonexistent;no
3907;;self-employed - Trancoso;single;university.degree;unknown;no;no;cellular;apr;mon;438.0;1;999;0;nonexistent;no
3908;49.0;technician - Valbom;divorced;high.school;no;no;no;cellular;jul;thu;;1;999;0;nonexistent;no
3909;41.0;admin. - Lisbon;married;high.school;no;yes;yes;telephone;may;thu;223.0;2;999;0;nonexistent;no
3910;42.0;admin. - Porto;married;university.degree;no;no;no;cellular;aug;wed;273.0;6;999;0;nonexistent;no
3911;;retired - Vila Real;married;university.degree;no;no;no;cellular;aug;wed;97.0;7;999;0;nonexistent;no
3912;35.0;admin. - Santa Comba Dão;married;high.school;no;yes;no;cellular;nov;tue;;1;999;0;nonexistent;no
3913;40.0;admin. - Santa Comba Dão;single;university.degree;unknown;yes;no;cellular;aug;fri;;2;999;0;nonexistent;no
3914;30.0;blue-collar - Miranda do Douro;;university.degree;no;no;no;cellular;mar;fri;166.0;1;999;0;nonexistent;no
3915;32.0;management - Agualva-Cacém;married;university.degree;no;no;no;cellular;aug;wed;500.0;1;999;0;nonexistent;no
3916;30.0;admin. - Vila Franca de Xira;married;university.degree;no;yes;no;cellular;aug;tue;120.0;3;999;1;failure;no
3917;30.0;services - Loures;single;high.school;no;yes;no;telephone;may;tue;;1;999;0;nonexistent;no
3918;34.0;technician - Santana;married;university.degree;unknown;no;yes;cellular;aug;thu;101.0;1;999;0;nonexistent;no
3919;;management - Mirandela;married;university.degree;no;yes;no;cellular;may;wed;172.0;3;999;0;nonexistent;no
3920;40.0;admin. - Évora;divorced;professional.course;unknown;no;no;telephone;jul;thu;343.0;2;999;0;nonexistent;no
3921;35.0;technician - Oliveira de Azeméis;married;basic.6y;no;yes;yes;telephone;jun;thu;;1;999;0;nonexistent;no
3922;41.0;blue-collar - Ermesinde;divorced;basic.6y;no;no;no;telephone;may;fri;253.0;2;999;0;nonexistent;no
3923;50.0;admin. - Almada;married;university.degree;no;yes;no;cellular;aug;tue;608.0;2;999;0;nonexistent;no
3924;36.0;management - Gondomar;married;basic.9y;no;yes;no;telephone;may;thu;21.0;6;999;0;nonexistent;no
3925;;retired - Almeirim;;basic.9y;unknown;no;no;telephone;nov;tue;114.0;1;999;1;failure;no
3926;30.0;technician - Fátima;divorced;professional.course;no;no;no;cellular;jul;wed;180.0;1;999;0;nonexistent;no
3927;39.0;blue-collar - Gondomar;single;basic.9y;no;yes;no;cellular;may;mon;;1;999;0;nonexistent;no
3928;41.0;admin. - Vila Real;divorced;basic.9y;no;unknown;unknown;cellular;nov;wed;258.0;2;999;0;nonexistent;no
3929;33.0;blue-collar - Vila Baleira (a.k.a. Porto Santo);divorced;basic.9y;no;no;no;cellular;apr;mon;10.0;6;999;0;nonexistent;no
3930;38.0;admin. - Agualva-Cacém;single;high.school;no;yes;no;cellular;may;tue;100.0;4;999;0;nonexistent;no
3931;49.0;technician - Valpaços;divorced;high.school;no;yes;no;cellular;jul;thu;1171.0;1;999;0;nonexistent;no
3932;48.0;admin. - Mirandela;married;professional.course;unknown;yes;no;telephone;jun;thu;49.0;2;999;0;nonexistent;no
3933;21.0;student - Tondela;single;high.school;no;no;no;cellular;nov;tue;;1;7;2;failure;no
3934;36.0;housemaid - Vila Nova de Santo André;married;basic.4y;no;no;no;telephone;jun;mon;;2;999;0;nonexistent;no
3935;36.0;technician - Vila Nova de Gaia;married;professional.course;unknown;no;no;telephone;may;fri;90.0;1;999;0;nonexistent;no
3936;31.0;management - Gondomar;married;university.degree;no;yes;no;telephone;jun;fri;422.0;5;999;0;nonexistent;no
3937;33.0;technician - Agualva-Cacém;;university.degree;no;no;yes;cellular;may;thu;169.0;3;999;1;failure;no
3938;34.0;blue-collar - Rebordosa;married;basic.6y;unknown;yes;no;cellular;jul;mon;616.0;3;999;0;nonexistent;no
3939;36.0;blue-collar - Mêda;single;high.school;no;yes;no;cellular;jul;thu;;24;999;0;nonexistent;no
3940;39.0;technician - Marco de Canaveses;married;professional.course;no;no;no;telephone;may;wed;151.0;2;999;0;nonexistent;no
3941;30.0;management - Braga;married;university.degree;no;no;yes;cellular;aug;thu;308.0;3;999;0;nonexistent;no
3942;36.0;services - Maia;single;unknown;no;yes;no;telephone;may;wed;;2;999;0;nonexistent;no
3943;42.0;blue-collar - Valongo;married;basic.9y;unknown;no;no;telephone;jun;tue;599.0;3;999;0;nonexistent;no
3944;;technician - Elvas;married;professional.course;no;yes;no;cellular;apr;tue;366.0;1;999;0;nonexistent;no
3945;45.0;admin. - Fátima;married;high.school;no;yes;no;telephone;may;wed;;3;999;0;nonexistent;no
3946;28.0;services - Rio Tinto;married;high.school;no;no;no;cellular;jul;thu;184.0;1;999;0;nonexistent;no
3947;41.0;admin. - Gouveia;divorced;high.school;no;no;no;cellular;apr;fri;471.0;1;999;0;nonexistent;no
3948;56.0;services - Almada;divorced;high.school;unknown;yes;no;telephone;may;wed;935.0;1;999;0;nonexistent;no
3949;46.0;entrepreneur - Portimão;married;professional.course;no;yes;no;telephone;may;wed;51.0;2;999;0;nonexistent;no
3950;42.0;services - Santana;married;unknown;no;no;no;telephone;may;mon;50.0;2;999;0;nonexistent;no
3951;42.0;unknown - Ílhavo;married;unknown;no;yes;no;cellular;jul;mon;48.0;9;999;0;nonexistent;no
3952;44.0;blue-collar - Serpa;divorced;basic.6y;unknown;no;yes;telephone;jul;mon;122.0;2;999;0;nonexistent;no
3953;36.0;entrepreneur - Tavira;married;high.school;no;no;yes;telephone;jun;thu;91.0;1;999;0;nonexistent;no
3954;43.0;admin. - Caniço;married;high.school;no;yes;no;cellular;jul;mon;118.0;1;999;0;nonexistent;no
3955;38.0;admin. - Rio Tinto;single;university.degree;no;yes;no;cellular;jul;wed;;1;999;0;nonexistent;no
3956;36.0;services - Lisbon;married;high.school;no;no;yes;telephone;may;thu;207.0;2;999;0;nonexistent;no
3957;38.0;;married;basic.9y;no;no;no;telephone;may;tue;120.0;1;999;0;nonexistent;no
3958;51.0;blue-collar - Águeda;married;basic.4y;no;yes;no;cellular;jul;tue;279.0;3;999;0;nonexistent;no
3959;33.0;student - Viseu;single;unknown;no;no;no;telephone;jun;fri;;3;999;0;nonexistent;no
3960;55.0;blue-collar - Tavira;married;basic.9y;no;no;no;telephone;aug;tue;361.0;10;999;0;nonexistent;no
3961;43.0;blue-collar - Vila Nova de Gaia;married;basic.4y;unknown;yes;no;telephone;may;tue;103.0;3;999;0;nonexistent;no
3962;33.0;admin. - Oliveira do Hospital;married;high.school;unknown;yes;no;cellular;aug;tue;68.0;1;999;0;nonexistent;no
3963;;services - Freamunde;married;high.school;no;no;no;telephone;jun;fri;;4;999;0;nonexistent;no
3964;32.0;technician - Póvoa de Santa Iria;single;;unknown;yes;no;cellular;aug;wed;322.0;1;999;0;nonexistent;no
3965;49.0;technician - Gouveia;divorced;high.school;no;no;no;cellular;aug;tue;;2;999;0;nonexistent;no
3966;42.0;blue-collar - Almada;single;basic.4y;no;no;no;cellular;may;thu;128.0;1;999;0;nonexistent;no
3967;38.0;unemployed - Loulé;married;professional.course;no;no;no;telephone;jun;tue;68.0;1;999;0;nonexistent;no
3968;;retired - Vila Nova de Famalicão;married;basic.9y;unknown;yes;yes;cellular;aug;wed;117.0;3;999;0;nonexistent;no
3969;40.0;services - Santana;married;high.school;no;no;no;telephone;may;thu;;1;999;0;nonexistent;no
3970;31.0;technician - Valbom;married;high.school;no;no;no;cellular;jul;mon;;3;999;0;nonexistent;no
3971;44.0;unemployed - Águeda;married;high.school;no;yes;no;cellular;aug;thu;143.0;1;3;1;success;no
3972;42.0;blue-collar - São Salvador de Lordelo;married;basic.4y;unknown;yes;no;telephone;jun;thu;34.0;1;999;0;nonexistent;no
3973;36.0;technician - Porto;married;basic.9y;no;no;no;telephone;may;wed;443.0;2;999;0;nonexistent;no
3974;37.0;blue-collar - Coimbra;married;basic.6y;unknown;yes;no;telephone;jun;wed;199.0;1;999;0;nonexistent;no
3975;39.0;;married;professional.course;no;yes;no;cellular;may;thu;156.0;1;6;1;success;no
3976;37.0;blue-collar - Ovar;married;basic.9y;no;yes;yes;telephone;may;thu;87.0;1;999;0;nonexistent;no
3977;29.0;admin. - Lagoa;single;university.degree;no;yes;no;cellular;aug;mon;728.0;2;999;0;nonexistent;no
3978;39.0;management - Agualva-Cacém;married;university.degree;no;no;no;cellular;nov;tue;88.0;1;999;0;nonexistent;no
3979;40.0;management - Gondomar;married;university.degree;unknown;yes;no;telephone;may;mon;358.0;2;999;0;nonexistent;no
3980;35.0;admin. - Costa da Caparica;married;high.school;no;no;no;cellular;jul;fri;213.0;2;999;0;nonexistent;no
3981;40.0;technician - Agualva-Cacém;single;high.school;no;no;no;telephone;may;tue;151.0;4;999;0;nonexistent;no
3982;33.0;;single;university.degree;no;no;no;cellular;aug;fri;162.0;1;999;0;nonexistent;no
3983;56.0;;single;basic.6y;unknown;no;no;telephone;jun;mon;35.0;3;999;0;nonexistent;no
3984;42.0;services - Agualva-Cacém;;high.school;no;no;no;cellular;may;wed;;4;999;0;nonexistent;no
3985;56.0;management - Maia;married;university.degree;no;no;no;cellular;apr;tue;72.0;5;999;0;nonexistent;no
3986;26.0;admin. - Lagoa;single;high.school;no;no;yes;telephone;jul;fri;;1;999;0;nonexistent;no
3987;45.0;management - Santa Comba Dão;married;unknown;unknown;yes;yes;telephone;may;fri;260.0;1;999;0;nonexistent;no
3988;31.0;technician - Funchal;single;university.degree;no;no;no;telephone;jun;thu;73.0;1;999;0;nonexistent;no
3989;48.0;admin. - Loures;married;basic.9y;unknown;no;no;telephone;may;thu;517.0;3;999;0;nonexistent;no
3990;31.0;services - Esmoriz;single;high.school;no;yes;no;cellular;may;wed;;1;999;0;nonexistent;no
3991;;;married;high.school;unknown;no;no;telephone;may;tue;392.0;2;999;0;nonexistent;no
3992;34.0;blue-collar - Santo Tirso;married;basic.9y;no;yes;no;telephone;may;tue;355.0;2;999;0;nonexistent;no
3993;40.0;technician - Loulé;married;professional.course;unknown;yes;no;telephone;may;tue;251.0;3;999;0;nonexistent;no
3994;36.0;admin. - Tavira;;;no;yes;no;telephone;jun;thu;;2;999;0;nonexistent;no
3995;31.0;blue-collar - Gondomar;married;basic.9y;no;no;no;cellular;jul;wed;129.0;2;999;0;nonexistent;no
3996;40.0;technician - Tondela;married;basic.9y;no;no;no;telephone;may;tue;631.0;2;999;0;nonexistent;no
3997;30.0;services - Alcácer do Sal;married;basic.9y;no;no;no;cellular;jul;tue;70.0;2;999;0;nonexistent;no
3998;28.0;admin. - Praia da Vitória;married;university.degree;no;no;no;telephone;may;mon;52.0;3;999;0;nonexistent;no
3999;59.0;services - Rebordosa;married;high.school;no;yes;no;cellular;jul;thu;;1;999;0;nonexistent;no
4000;31.0;blue-collar - Tondela;married;basic.9y;no;yes;no;cellular;jul;wed;229.0;1;999;0;nonexistent;no
4001;41.0;blue-collar - Pinhel;married;basic.4y;unknown;unknown;unknown;cellular;may;thu;314.0;1;999;0;nonexistent;no
4002;37.0;management - Esmoriz;married;university.degree;unknown;no;no;telephone;may;wed;57.0;2;999;0;nonexistent;no
4003;44.0;unemployed - Serpa;divorced;basic.9y;no;no;no;cellular;apr;wed;114.0;1;999;0;nonexistent;no
4004;24.0;admin. - Elvas;single;;unknown;yes;no;cellular;jul;thu;;1;999;0;nonexistent;no
4005;;blue-collar - Agualva-Cacém;married;basic.4y;unknown;yes;no;cellular;aug;fri;;3;999;0;nonexistent;no
4006;35.0;admin. - Rio Tinto;married;professional.course;no;yes;no;cellular;may;mon;;3;999;0;nonexistent;no
4007;49.0;blue-collar - Rio Tinto;married;;unknown;no;no;cellular;aug;fri;66.0;1;999;0;nonexistent;no
4008;37.0;blue-collar - Torres Novas;single;high.school;no;no;no;telephone;jun;tue;117.0;3;999;0;nonexistent;no
4009;52.0;technician - Caniço;single;professional.course;no;no;no;telephone;jul;mon;;1;999;0;nonexistent;no
4010;29.0;admin. - Elvas;single;university.degree;no;yes;no;cellular;may;wed;152.0;1;999;1;failure;no
4011;34.0;management - Fátima;divorced;university.degree;no;yes;no;telephone;may;tue;208.0;1;999;0;nonexistent;no
